root_r.x,root_r.y,root_r.z,hand_r.x,hand_r.y,hand_r.z,finger_thumb_0_r.x,finger_thumb_0_r.y,finger_thumb_0_r.z,finger_thumb_1_r.x,finger_thumb_1_r.y,finger_thumb_1_r.z,finger_thumb_2_r.x,finger_thumb_2_r.y,finger_thumb_2_r.z,finger_index_0_r.x,finger_index_0_r.y,finger_index_0_r.z,finger_index_1_r.x,finger_index_1_r.y,finger_index_1_r.z,finger_index_2_r.x,finger_index_2_r.y,finger_index_2_r.z,finger_middle_0_r.x,finger_middle_0_r.y,finger_middle_0_r.z,finger_middle_1_r.x,finger_middle_1_r.y,finger_middle_1_r.z,finger_middle_2_r.x,finger_middle_2_r.y,finger_middle_2_r.z,finger_ring_0_r.x,finger_ring_0_r.y,finger_ring_0_r.z,finger_ring_1_r.x,finger_ring_1_r.y,finger_ring_1_r.z,finger_ring_2_r.x,finger_ring_2_r.y,finger_ring_2_r.z,finger_pinky_0_r.x,finger_pinky_0_r.y,finger_pinky_0_r.z,finger_pinky_1_r.x,finger_pinky_1_r.y,finger_pinky_1_r.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,finger_thumb_2_l.x,finger_thumb_2_l.y,finger_thumb_2_l.z,
0.07, 1.68, 0.32,0.07, 1.68, 0.32,0.04, 1.66, 0.33,0.03, 1.64, 0.38,0.05, 1.65, 0.41,0.03, 1.68, 0.40,0.02, 1.67, 0.44,0.02, 1.67, 0.47,0.06, 1.68, 0.40,0.06, 1.69, 0.45,0.06, 1.68, 0.47,0.08, 1.69, 0.38,0.09, 1.69, 0.43,0.09, 1.68, 0.46,0.11, 1.68, 0.37,0.11, 1.67, 0.41,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.32,0.07, 1.68, 0.32,0.04, 1.66, 0.33,0.03, 1.64, 0.38,0.05, 1.65, 0.41,0.03, 1.68, 0.40,0.02, 1.67, 0.44,0.02, 1.67, 0.47,0.06, 1.68, 0.40,0.06, 1.69, 0.45,0.06, 1.68, 0.47,0.08, 1.69, 0.38,0.09, 1.69, 0.43,0.09, 1.68, 0.46,0.11, 1.68, 0.37,0.11, 1.67, 0.41,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.32,0.07, 1.68, 0.32,0.04, 1.66, 0.33,0.03, 1.64, 0.38,0.05, 1.65, 0.41,0.03, 1.68, 0.40,0.02, 1.67, 0.44,0.02, 1.67, 0.46,0.06, 1.68, 0.39,0.06, 1.69, 0.44,0.06, 1.68, 0.47,0.09, 1.68, 0.38,0.09, 1.68, 0.43,0.09, 1.68, 0.46,0.11, 1.68, 0.37,0.11, 1.67, 0.41,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.32,0.07, 1.68, 0.32,0.04, 1.66, 0.33,0.03, 1.64, 0.38,0.05, 1.65, 0.41,0.03, 1.68, 0.40,0.02, 1.67, 0.44,0.02, 1.67, 0.46,0.06, 1.68, 0.39,0.06, 1.69, 0.44,0.06, 1.68, 0.47,0.09, 1.68, 0.38,0.09, 1.68, 0.43,0.09, 1.68, 0.46,0.11, 1.68, 0.37,0.11, 1.67, 0.41,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.32,0.07, 1.68, 0.32,0.04, 1.66, 0.33,0.03, 1.64, 0.38,0.05, 1.65, 0.41,0.03, 1.68, 0.40,0.02, 1.67, 0.44,0.02, 1.67, 0.46,0.06, 1.68, 0.39,0.06, 1.69, 0.44,0.06, 1.68, 0.47,0.09, 1.68, 0.38,0.09, 1.68, 0.43,0.09, 1.68, 0.46,0.11, 1.68, 0.37,0.11, 1.67, 0.41,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.32,0.07, 1.68, 0.32,0.04, 1.66, 0.33,0.03, 1.64, 0.38,0.05, 1.65, 0.41,0.03, 1.68, 0.40,0.02, 1.67, 0.44,0.02, 1.67, 0.46,0.06, 1.68, 0.39,0.06, 1.69, 0.44,0.06, 1.68, 0.47,0.09, 1.68, 0.38,0.09, 1.68, 0.43,0.09, 1.68, 0.46,0.11, 1.68, 0.37,0.11, 1.67, 0.41,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.32,0.07, 1.68, 0.32,0.04, 1.66, 0.33,0.03, 1.64, 0.38,0.05, 1.65, 0.41,0.03, 1.68, 0.40,0.02, 1.67, 0.44,0.02, 1.67, 0.46,0.06, 1.68, 0.39,0.06, 1.69, 0.44,0.06, 1.68, 0.47,0.09, 1.68, 0.38,0.09, 1.68, 0.43,0.09, 1.68, 0.46,0.11, 1.68, 0.37,0.11, 1.67, 0.41,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.32,0.07, 1.68, 0.32,0.04, 1.66, 0.33,0.03, 1.64, 0.38,0.05, 1.65, 0.41,0.03, 1.68, 0.40,0.02, 1.67, 0.44,0.02, 1.67, 0.46,0.06, 1.68, 0.39,0.06, 1.69, 0.44,0.06, 1.68, 0.47,0.09, 1.68, 0.38,0.09, 1.68, 0.43,0.09, 1.68, 0.46,0.11, 1.68, 0.37,0.11, 1.67, 0.41,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.32,0.07, 1.68, 0.32,0.04, 1.66, 0.33,0.03, 1.64, 0.38,0.05, 1.65, 0.41,0.03, 1.68, 0.40,0.02, 1.67, 0.44,0.02, 1.67, 0.46,0.06, 1.68, 0.39,0.06, 1.69, 0.44,0.06, 1.68, 0.47,0.09, 1.68, 0.38,0.09, 1.68, 0.43,0.09, 1.68, 0.46,0.11, 1.68, 0.37,0.11, 1.67, 0.41,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.34,0.07, 1.68, 0.34,0.04, 1.66, 0.35,0.03, 1.64, 0.40,0.05, 1.65, 0.43,0.04, 1.68, 0.42,0.03, 1.67, 0.46,0.02, 1.67, 0.49,0.06, 1.68, 0.42,0.06, 1.69, 0.46,0.06, 1.68, 0.49,0.09, 1.68, 0.40,0.09, 1.68, 0.45,0.09, 1.68, 0.48,0.11, 1.68, 0.39,0.11, 1.67, 0.43,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.34,0.07, 1.68, 0.34,0.04, 1.66, 0.35,0.03, 1.64, 0.40,0.05, 1.65, 0.43,0.04, 1.68, 0.42,0.03, 1.67, 0.46,0.02, 1.67, 0.49,0.06, 1.68, 0.42,0.06, 1.69, 0.46,0.06, 1.68, 0.49,0.09, 1.68, 0.40,0.09, 1.68, 0.45,0.09, 1.68, 0.48,0.11, 1.68, 0.39,0.11, 1.67, 0.43,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.34,0.07, 1.68, 0.34,0.04, 1.66, 0.35,0.03, 1.64, 0.40,0.05, 1.65, 0.43,0.04, 1.68, 0.42,0.03, 1.67, 0.46,0.02, 1.67, 0.49,0.06, 1.68, 0.42,0.06, 1.69, 0.46,0.06, 1.68, 0.49,0.09, 1.68, 0.40,0.09, 1.68, 0.45,0.09, 1.68, 0.48,0.11, 1.68, 0.39,0.11, 1.67, 0.43,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.34,0.07, 1.68, 0.34,0.04, 1.66, 0.35,0.03, 1.64, 0.40,0.05, 1.65, 0.43,0.04, 1.68, 0.42,0.03, 1.67, 0.46,0.02, 1.67, 0.49,0.06, 1.68, 0.42,0.06, 1.69, 0.46,0.06, 1.68, 0.49,0.09, 1.68, 0.40,0.09, 1.68, 0.45,0.09, 1.68, 0.48,0.11, 1.68, 0.39,0.11, 1.67, 0.43,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.34,0.07, 1.68, 0.34,0.04, 1.66, 0.35,0.03, 1.64, 0.40,0.05, 1.65, 0.43,0.04, 1.68, 0.42,0.03, 1.67, 0.46,0.02, 1.67, 0.49,0.06, 1.68, 0.42,0.06, 1.69, 0.46,0.06, 1.68, 0.49,0.09, 1.68, 0.40,0.09, 1.68, 0.45,0.09, 1.68, 0.48,0.11, 1.68, 0.39,0.11, 1.67, 0.43,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.34,0.07, 1.68, 0.34,0.04, 1.66, 0.35,0.03, 1.64, 0.40,0.05, 1.65, 0.43,0.04, 1.68, 0.42,0.03, 1.67, 0.46,0.02, 1.67, 0.49,0.06, 1.68, 0.42,0.06, 1.69, 0.46,0.06, 1.68, 0.49,0.09, 1.68, 0.40,0.09, 1.68, 0.45,0.09, 1.68, 0.48,0.11, 1.68, 0.39,0.11, 1.67, 0.43,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.34,0.07, 1.68, 0.34,0.04, 1.66, 0.35,0.03, 1.64, 0.40,0.05, 1.65, 0.43,0.04, 1.68, 0.42,0.03, 1.67, 0.46,0.03, 1.67, 0.49,0.07, 1.68, 0.42,0.07, 1.69, 0.47,0.07, 1.68, 0.49,0.09, 1.68, 0.40,0.09, 1.68, 0.45,0.09, 1.68, 0.48,0.11, 1.68, 0.39,0.11, 1.67, 0.43,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.34,0.07, 1.68, 0.34,0.04, 1.66, 0.35,0.03, 1.64, 0.40,0.05, 1.65, 0.43,0.04, 1.68, 0.42,0.03, 1.67, 0.46,0.03, 1.67, 0.49,0.07, 1.68, 0.42,0.07, 1.69, 0.47,0.07, 1.68, 0.49,0.09, 1.68, 0.40,0.09, 1.68, 0.45,0.09, 1.68, 0.48,0.11, 1.68, 0.39,0.11, 1.67, 0.43,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.34,0.07, 1.68, 0.34,0.04, 1.66, 0.35,0.03, 1.64, 0.40,0.05, 1.65, 0.43,0.04, 1.68, 0.42,0.03, 1.67, 0.46,0.03, 1.67, 0.49,0.07, 1.68, 0.42,0.07, 1.69, 0.47,0.07, 1.68, 0.49,0.09, 1.68, 0.40,0.09, 1.68, 0.45,0.09, 1.68, 0.48,0.11, 1.68, 0.39,0.11, 1.67, 0.43,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.34,0.07, 1.68, 0.34,0.04, 1.66, 0.35,0.03, 1.64, 0.40,0.05, 1.65, 0.43,0.04, 1.68, 0.42,0.03, 1.67, 0.46,0.03, 1.67, 0.49,0.07, 1.68, 0.42,0.07, 1.69, 0.47,0.07, 1.68, 0.49,0.09, 1.68, 0.40,0.09, 1.68, 0.45,0.09, 1.68, 0.48,0.11, 1.68, 0.39,0.11, 1.67, 0.43,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.34,0.07, 1.68, 0.34,0.04, 1.66, 0.35,0.03, 1.64, 0.40,0.05, 1.65, 0.43,0.04, 1.68, 0.42,0.03, 1.67, 0.46,0.03, 1.67, 0.49,0.07, 1.68, 0.42,0.07, 1.69, 0.47,0.07, 1.68, 0.49,0.09, 1.68, 0.40,0.09, 1.68, 0.45,0.09, 1.68, 0.48,0.11, 1.68, 0.39,0.11, 1.67, 0.43,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.34,0.07, 1.68, 0.34,0.04, 1.66, 0.35,0.03, 1.64, 0.40,0.05, 1.65, 0.43,0.04, 1.68, 0.42,0.03, 1.67, 0.46,0.03, 1.67, 0.49,0.07, 1.68, 0.42,0.07, 1.69, 0.47,0.07, 1.68, 0.49,0.09, 1.68, 0.40,0.09, 1.68, 0.45,0.09, 1.68, 0.48,0.11, 1.68, 0.39,0.11, 1.67, 0.43,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.34,0.07, 1.68, 0.34,0.04, 1.66, 0.35,0.03, 1.64, 0.40,0.05, 1.65, 0.43,0.04, 1.68, 0.42,0.03, 1.67, 0.46,0.03, 1.67, 0.49,0.07, 1.68, 0.42,0.07, 1.69, 0.47,0.07, 1.68, 0.49,0.09, 1.68, 0.40,0.09, 1.68, 0.45,0.09, 1.68, 0.48,0.11, 1.68, 0.39,0.11, 1.67, 0.43,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.34,0.07, 1.68, 0.34,0.04, 1.66, 0.35,0.04, 1.64, 0.40,0.06, 1.65, 0.43,0.04, 1.68, 0.42,0.03, 1.67, 0.46,0.03, 1.67, 0.49,0.07, 1.68, 0.42,0.07, 1.69, 0.46,0.07, 1.68, 0.49,0.09, 1.68, 0.40,0.10, 1.68, 0.45,0.10, 1.68, 0.47,0.11, 1.68, 0.38,0.12, 1.67, 0.42,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.34,0.07, 1.68, 0.34,0.04, 1.66, 0.35,0.04, 1.64, 0.40,0.06, 1.65, 0.43,0.04, 1.68, 0.42,0.03, 1.67, 0.46,0.03, 1.67, 0.49,0.07, 1.68, 0.42,0.07, 1.69, 0.46,0.07, 1.68, 0.49,0.09, 1.68, 0.40,0.10, 1.68, 0.45,0.10, 1.68, 0.47,0.11, 1.68, 0.38,0.12, 1.67, 0.42,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.34,0.07, 1.68, 0.34,0.04, 1.66, 0.35,0.04, 1.64, 0.40,0.06, 1.65, 0.43,0.04, 1.68, 0.42,0.03, 1.67, 0.46,0.03, 1.67, 0.49,0.07, 1.68, 0.42,0.07, 1.69, 0.46,0.07, 1.68, 0.49,0.09, 1.68, 0.40,0.10, 1.68, 0.45,0.10, 1.68, 0.47,0.11, 1.68, 0.38,0.12, 1.67, 0.42,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.34,0.07, 1.68, 0.34,0.04, 1.66, 0.35,0.04, 1.64, 0.40,0.06, 1.65, 0.43,0.04, 1.68, 0.42,0.03, 1.67, 0.46,0.03, 1.67, 0.49,0.07, 1.68, 0.42,0.07, 1.69, 0.46,0.07, 1.68, 0.49,0.09, 1.68, 0.40,0.10, 1.68, 0.45,0.10, 1.68, 0.47,0.11, 1.68, 0.38,0.12, 1.67, 0.42,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.34,0.07, 1.68, 0.34,0.04, 1.66, 0.35,0.04, 1.64, 0.40,0.06, 1.65, 0.43,0.04, 1.68, 0.42,0.03, 1.67, 0.46,0.03, 1.67, 0.49,0.07, 1.68, 0.42,0.07, 1.69, 0.46,0.07, 1.68, 0.49,0.09, 1.68, 0.40,0.10, 1.68, 0.45,0.10, 1.68, 0.47,0.11, 1.68, 0.38,0.12, 1.67, 0.42,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.34,0.07, 1.68, 0.34,0.04, 1.66, 0.35,0.04, 1.64, 0.40,0.06, 1.65, 0.43,0.04, 1.68, 0.42,0.03, 1.67, 0.46,0.03, 1.67, 0.49,0.07, 1.68, 0.42,0.07, 1.69, 0.46,0.07, 1.68, 0.49,0.09, 1.68, 0.40,0.10, 1.68, 0.45,0.10, 1.68, 0.47,0.11, 1.68, 0.38,0.12, 1.67, 0.42,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.34,0.07, 1.68, 0.34,0.04, 1.66, 0.35,0.04, 1.64, 0.40,0.06, 1.65, 0.43,0.04, 1.68, 0.42,0.03, 1.67, 0.46,0.03, 1.67, 0.49,0.07, 1.68, 0.42,0.07, 1.69, 0.46,0.07, 1.68, 0.49,0.09, 1.68, 0.40,0.10, 1.68, 0.45,0.10, 1.68, 0.47,0.11, 1.68, 0.38,0.12, 1.67, 0.42,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
0.07, 1.68, 0.35,0.07, 1.68, 0.35,0.04, 1.66, 0.36,0.04, 1.64, 0.40,0.06, 1.64, 0.43,0.04, 1.67, 0.42,0.04, 1.67, 0.47,0.03, 1.67, 0.49,0.07, 1.68, 0.42,0.07, 1.69, 0.47,0.08, 1.68, 0.49,0.09, 1.68, 0.40,0.10, 1.68, 0.45,0.10, 1.68, 0.48,0.11, 1.68, 0.39,0.12, 1.67, 0.43,0.24, 1.68, 0.35,0.24, 1.68, 0.35,0.26, 1.67, 0.33,0.30, 1.65, 0.31,0.33, 1.64, 0.29,0.32, 1.68, 0.37,0.35, 1.68, 0.41,0.37, 1.68, 0.42,0.29, 1.68, 0.39,0.33, 1.68, 0.43,0.34, 1.68, 0.45,0.27, 1.68, 0.40,0.29, 1.68, 0.44,0.31, 1.68, 0.47,0.24, 1.68, 0.41,0.26, 1.68, 0.44,
